 KOMONDOR SIMULATION 'sim_11_agents_obsspd_coordinated' (seed 11);{29.39,83.47,83.49,27.21};{25.55,72.10,72.11,23.70};{25.55,72.10,72.11,23.70};{0.00,0.00,0.00,0.33};{0.00,0.25,0.59,16.60};{0.41,8.09,0.00,0.25};{5.65,5.65,5.65,5.65};{56.67,62.25,61.82,48.88};{5.65,5.65,5.65,5.65};{48.93,48.93,48.93,48.93};{48.93,48.93,48.93,48.93};{1.21,0.11,0.14,1.43};
 KOMONDOR SIMULATION 'sim_12_agents_obsspd_coordinated' (seed 11);{70.52,40.36,39.81,71.24};{60.94,35.10,34.46,61.72};{60.95,35.10,34.46,61.72};{0.00,0.00,0.06,0.02};{2.38,0.00,2.96,1.34};{0.40,0.00,0.25,0.02};{5.65,5.65,5.65,5.65};{1.18,109.77,109.11,1.19};{5.64,5.65,5.65,5.65};{1.12,1.12,1.12,1.12};{1.14,1.14,1.14,1.14};{17.90,0.14,0.17,19.59};
 KOMONDOR SIMULATION 'sim_14_agents_obsspd_coordinated' (seed 11);{38.11,76.71,76.51,38.00};{33.27,66.29,66.42,33.34};{33.27,66.29,66.42,33.34};{0.00,0.00,0.03,0.00};{0.10,0.00,0.95,0.02};{0.04,0.25,0.03,26.45};{5.65,5.65,5.65,5.65};{24.55,107.48,107.57,24.88};{5.65,5.65,5.64,5.62};{21.20,21.20,21.20,21.20};{21.20,21.20,21.20,21.20};{5.55,0.26,0.19,4.05};
 KOMONDOR SIMULATION 'sim_15_agents_obsspd_coordinated' (seed 11);{88.29,22.24,22.07,88.56};{76.26,19.26,19.24,76.61};{76.33,19.26,19.24,76.61};{0.03,0.00,0.86,0.01};{4.19,0.06,1.07,7.13};{0.99,56.78,48.13,0.14};{5.65,5.65,5.65,5.65};{102.08,8.28,8.20,102.21};{5.65,5.65,5.65,5.65};{88.21,88.21,88.21,88.21};{88.21,88.21,88.21,88.21};{0.57,0.73,0.81,0.55};
 KOMONDOR SIMULATION 'sim_16_agents_obsspd_coordinated' (seed 11);{93.32,16.96,18.84,93.30};{80.64,14.71,16.34,80.63};{80.67,14.71,16.34,80.63};{0.01,0.22,0.00,0.02};{0.50,10.15,0.00,0.78};{12.55,53.97,0.08,0.06};{5.65,5.65,5.65,5.65};{106.60,3.12,8.59,107.17};{5.65,5.65,5.65,5.65};{92.68,92.68,92.68,92.68};{92.68,92.68,92.68,92.68};{0.11,55.30,8.55,0.11};
 KOMONDOR SIMULATION 'sim_17_agents_obsspd_coordinated' (seed 11);{108.49,2.57,2.58,108.63};{93.74,2.28,2.23,93.90};{93.75,2.28,2.23,93.90};{0.00,0.00,0.00,0.02};{1.26,0.00,0.00,1.37};{0.16,0.19,0.11,0.00};{5.65,5.65,5.65,5.65};{109.71,0.95,1.02,110.10};{5.65,5.65,5.65,5.65};{94.80,94.80,94.80,94.80};{94.81,94.81,94.81,94.81};{0.14,23.51,21.70,0.11};
 KOMONDOR SIMULATION 'sim_18_agents_obsspd_coordinated' (seed 11);{74.89,35.86,35.65,75.16};{64.65,31.31,30.90,65.05};{64.76,31.31,30.90,65.05};{0.08,0.00,0.34,0.03};{2.97,0.11,0.53,5.55};{0.90,32.43,48.19,0.06};{5.65,5.65,5.65,5.65};{2.86,107.47,107.48,2.86};{5.65,5.65,5.65,5.65};{2.48,2.48,2.48,2.48};{2.48,2.48,2.48,2.48};{12.72,0.11,0.11,13.49};
 KOMONDOR SIMULATION 'sim_19_agents_obsspd_coordinated' (seed 11);{66.50,43.89,43.93,66.58};{57.44,37.95,37.98,57.58};{57.46,37.95,37.98,57.58};{0.01,0.03,0.03,0.09};{0.81,2.61,1.89,0.63};{25.81,37.46,32.86,23.33};{5.65,5.65,5.65,5.65};{2.04,108.19,108.50,3.01};{5.65,5.65,5.65,5.64};{1.76,1.76,1.76,1.76};{1.76,1.76,1.76,1.76};{49.15,0.13,0.11,29.34};
 KOMONDOR SIMULATION 'sim_20_agents_obsspd_coordinated' (seed 11);{39.76,75.02,76.04,39.94};{35.17,65.31,65.74,35.33};{35.17,65.31,65.74,35.33};{0.00,0.01,0.00,0.00};{0.00,1.20,0.00,0.00};{0.06,0.26,0.03,30.47};{5.65,5.65,5.65,5.65};{86.75,24.86,28.30,86.90};{5.65,5.65,5.65,5.65};{75.80,75.80,75.80,75.80};{75.80,75.80,75.80,75.80};{0.67,2.68,2.33,0.66};
 KOMONDOR SIMULATION 'sim_21_agents_obsspd_coordinated' (seed 11);{59.22,52.91,52.03,58.55};{51.42,46.45,45.24,50.66};{51.44,46.45,45.24,50.66};{0.01,0.88,0.27,0.02};{2.86,4.39,12.33,5.96};{0.26,0.61,0.59,0.47};{5.65,5.65,5.65,5.65};{1.96,109.92,109.50,1.08};{5.62,5.65,5.65,5.65};{1.97,1.97,1.97,1.97};{1.97,1.97,1.97,1.97};{11.75,0.11,0.14,7.82};
